english,santhali_devanagari,source,verified
deduction from salary,दोरमाहा खोन सारे च,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deed,डिड्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deed of mortgage,बोनदे ज रे नाः डिड्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deemed university,मानित ़ ् बिरदागाड़ 2. जेगेत विरदागाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deface,बाड़िच चेहरा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
de facto,वस्तुत,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defalcation,आत ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defamation,मानहा ़ नि़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
default,सारे च ् काउडी 2. बाकिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defaulter,बाकिया एमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defective,दोस पेरेय,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defence,रुखिया 2. बाँञ्चाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defence counsel,1. डिफेन्स गाँवता 2. बाँञ्याव गाँवता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defence production,1. बाचाव आरजाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defendant,बिबादी 2. बिरुदिया,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defer,थुकुम क़ामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deferred expenditure,थुकुम खोरोच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defiance,बालट़ा ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deficit,घाटा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deficit budget,घाटा बाजेट,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
define,ठाँवका ़ 2. ल़ायारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
defy,उदम़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
degradation,कामी ़ खोन लातार आँड़गो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
degree,"सिद, साकाम 2. उपाधि साकाम 3. हाटिञ,",Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
dejure,बिधि लेकाते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delay,घाड़िक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delegate,रासिया ़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delegated authority,रासिया एमोगिच ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delegation,रासिया गाँबता,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delegation of powers,रासिया कोवाः दाड़े,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delete,1 . इड़िँच 2. ओथोः 3. उचाड़,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deletion,ओचोः 2. मेटाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deliberately,बाडाय काते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deliberation,गालमाराव काते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delicencing,लाईसेन्स ओचोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delimitation,सिमाऩ ओचोः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deliver,एम ्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
delivery,एम ् काः 2. पेरेच होड़मो,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demand,दाबी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demand note,दाबी ढाका,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demarcation,सिमा ढाग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demi-official,आधा ओफिस,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
democracy,होड़ सासन 2. लोकतन्त्र,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demonstration,उनद ु ःु,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demoralization,मोन ् दाड़े रापुद्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
demurrage,तायोम तेयाः सुलक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
denial,1. बाङ हेँ सारी 2. बाङ रे बेन,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
denomination,ठावका आकान गोनाङ 2. धोरोम गाताक्,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
de novo,नावा ते,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
deny,बाङ हेँ सारी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
depart,चालाव,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
department,विभाग,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental,विभाग रे नाः,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental action,विभाग रे नाः कामी,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental enquiry,विभागीय जाँच,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental investigation,विभागीय खोच तोलास,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental irregularity,विभागियो ओनियोम,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental library,विभागियो पुथि ओड़ाक,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
departmental negligence,बिभागियो ओनहे ड़ा,Bharatavani / CSTT Fundamental Administrative Terminology (2015),source_document
